"qa_id","note_id","qa_score","error_count","compliance_flag","inserted_at"
"QA000369","N012265","57.99",2,"Yes","2026-01-08 03:11:25.735226"
"QA000370","N040412","79.94",0,"Yes","2026-01-08 03:11:25.735226"
"QA000371","N028557","63.27",1,"Yes","2026-01-08 03:11:25.735226"
"QA000372","N044286","90.09",3,"Yes","2026-01-08 03:11:25.735226"
"QA000373","N025617","76.05",3,"Yes","2026-01-08 03:11:25.735226"
"QA000374","N042638","68.05",2,"Yes","2026-01-08 03:11:25.735226"
"QA000375","N001124","93.37",1,"Yes","2026-01-08 03:11:25.735226"
"QA000376","N017895","82.53",2,"Yes","2026-01-08 03:11:25.735226"
"QA000377","N036450","84.77",2,"Yes","2026-01-08 03:11:25.735226"
"QA000378","N027582","77.99",2,"Yes","2026-01-08 03:11:25.735226"
"QA000379","N005986","75.99",4,"Yes","2026-01-08 03:11:25.735226"
"QA000380","N041553","81.98",5,"Yes","2026-01-08 03:11:25.735226"
"QA000381","N004420","86.03",1,"Yes","2026-01-08 03:11:25.735226"
"QA000382","N026308","69.03",3,"Yes","2026-01-08 03:11:25.735226"
"QA000383","N003557","83.15",2,"Yes","2026-01-08 03:11:25.735226"
"QA000384","N031365","77.35",2,"Yes","2026-01-08 03:11:25.735226"
"QA000385","N038544","87.75",2,"Yes","2026-01-08 03:11:25.735226"
"QA000386","N022283","84.38",1,"No","2026-01-08 03:11:25.735226"
"QA000387","N023771","95.99",3,"Yes","2026-01-08 03:11:25.735226"
"QA000388","N042610","96.47",0,"Yes","2026-01-08 03:11:25.735226"
"QA000389","N032642","73.14",3,"Yes","2026-01-08 03:11:25.735226"
"QA000390","N037212","82.98",2,"No","2026-01-08 03:11:25.735226"
"QA000391","N022345","96.17",2,"Yes","2026-01-08 03:11:25.735226"
"QA000392","N000889","70.47",3,"No","2026-01-08 03:11:25.735226"
"QA000393","N012576","76.93",3,"Yes","2026-01-08 03:11:25.735226"
"QA000394","N016608","89.77",2,"Yes","2026-01-08 03:11:25.735226"
"QA000395","N014049","65.53",1,"Yes","2026-01-08 03:11:25.735226"
"QA000396","N021201","82.37",2,"Yes","2026-01-08 03:11:25.735226"
"QA000397","N018393","80.35",3,"Yes","2026-01-08 03:11:25.735226"
"QA000398","N015789","90.84",2,"Yes","2026-01-08 03:11:25.735226"
"QA000399","N026710","69.73",4,"No","2026-01-08 03:11:25.735226"
"QA000400","N015161","97.11",5,"Yes","2026-01-08 03:11:25.735226"
"QA000401","N008985","83.29",4,"Yes","2026-01-08 03:11:25.735226"
"QA000402","N043369","90.73",4,"Yes","2026-01-08 03:11:25.735226"
"QA000403","N039770","79.13",1,"Yes","2026-01-08 03:11:25.735226"
"QA000404","N042145","64.44",1,"Yes","2026-01-08 03:11:25.735226"
"QA000405","N001942","94.44",1,"Yes","2026-01-08 03:11:25.735226"
"QA000406","N011736","88.36",5,"Yes","2026-01-08 03:11:25.735226"
"QA000407","N021126","67.67",1,"Yes","2026-01-08 03:11:25.735226"
"QA000408","N045418","78.17",3,"Yes","2026-01-08 03:11:25.735226"
"QA000409","N020850","87.26",0,"Yes","2026-01-08 03:11:25.735226"
"QA000410","N027045","97.14",2,"Yes","2026-01-08 03:11:25.735226"
"QA000411","N024233","92.93",2,"Yes","2026-01-08 03:11:25.735226"
"QA000412","N049232","77.12",1,"Yes","2026-01-08 03:11:25.735226"
"QA000413","N014526","82.82",1,"Yes","2026-01-08 03:11:25.735226"
"QA000414","N007597","75.56",0,"Yes","2026-01-08 03:11:25.735226"
"QA000415","N045632","77.46",1,"Yes","2026-01-08 03:11:25.735226"
"QA000416","N013745","84.61",1,"Yes","2026-01-08 03:11:25.735226"
"QA000417","N042989","97.08",2,"Yes","2026-01-08 03:11:25.735226"
"QA000418","N047544","57.98",1,"Yes","2026-01-08 03:11:25.735226"
"QA000419","N004137","75.06",1,"Yes","2026-01-08 03:11:25.735226"
"QA000420","N042757","87.41",4,"Yes","2026-01-08 03:11:25.735226"
"QA000421","N015341","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA000422","N009750","69.69",0,"No","2026-01-08 03:11:25.735226"
"QA000423","N042996","74.69",2,"Yes","2026-01-08 03:11:25.735226"
"QA000424","N043517","69.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA000425","N020930","69.24",1,"Yes","2026-01-08 03:11:25.735226"
"QA000426","N027868","60.77",2,"Yes","2026-01-08 03:11:25.735226"
"QA000427","N014386","60.32",3,"Yes","2026-01-08 03:11:25.735226"
"QA000428","N031003","60.23",2,"Yes","2026-01-08 03:11:25.735226"
"QA000429","N044791","89.99",3,"Yes","2026-01-08 03:11:25.735226"
"QA000430","N030318","81.63",1,"Yes","2026-01-08 03:11:25.735226"
"QA000431","N018618","69.69",0,"Yes","2026-01-08 03:11:25.735226"
"QA000432","N015819","79.90",1,"Yes","2026-01-08 03:11:25.735226"
"QA000433","N012650","91.54",0,"Yes","2026-01-08 03:11:25.735226"
"QA000434","N019933","100.00",0,"Yes","2026-01-08 03:11:25.735226"
"QA000435","N012097","84.32",2,"Yes","2026-01-08 03:11:25.735226"
"QA000436","N042964","79.00",4,"Yes","2026-01-08 03:11:25.735226"
"QA000437","N019818","64.83",1,"No","2026-01-08 03:11:25.735226"
"QA000438","N001911","73.35",0,"Yes","2026-01-08 03:11:25.735226"
"QA000439","N027048","84.11",3,"Yes","2026-01-08 03:11:25.735226"
"QA000440","N043208","61.11",3,"Yes","2026-01-08 03:11:25.735226"
"QA000441","N025030","74.43",2,"Yes","2026-01-08 03:11:25.735226"
"QA000442","N031292","78.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA000444","N030315","82.28",2,"Yes","2026-01-08 03:11:25.735226"
"QA000445","N004128","79.73",4,"Yes","2026-01-08 03:11:25.735226"
"QA000446","N040641","83.87",5,"Yes","2026-01-08 03:11:25.735226"
"QA000447","N046634","84.97",3,"Yes","2026-01-08 03:11:25.735226"
"QA000448","N033979","75.68",2,"Yes","2026-01-08 03:11:25.735226"
"QA000449","N034518","93.46",2,"Yes","2026-01-08 03:11:25.735226"
"QA000450","N033966","69.15",3,"Yes","2026-01-08 03:11:25.735226"
"QA000451","N046873","77.90",1,"Yes","2026-01-08 03:11:25.735226"
"QA000452","N005380","64.45",3,"Yes","2026-01-08 03:11:25.735226"
"QA000453","N004279","88.73",0,"Yes","2026-01-08 03:11:25.735226"
"QA000454","N037795","72.22",3,"Yes","2026-01-08 03:11:25.735226"
"QA000455","N012098","73.19",1,"Yes","2026-01-08 03:11:25.735226"
"QA000456","N044884","74.71",5,"Yes","2026-01-08 03:11:25.735226"
"QA000457","N022634","94.80",2,"No","2026-01-08 03:11:25.735226"
"QA000458","N047217","99.20",2,"Yes","2026-01-08 03:11:25.735226"
"QA000459","N014383","88.38",2,"Yes","2026-01-08 03:11:25.735226"
"QA000460","N002756","81.72",1,"No","2026-01-08 03:11:25.735226"
"QA000461","N021017","70.42",2,"Yes","2026-01-08 03:11:25.735226"
"QA000462","N003269","91.73",0,"Yes","2026-01-08 03:11:25.735226"
"QA000463","N006902","94.64",4,"Yes","2026-01-08 03:11:25.735226"
"QA000464","N033703","67.51",2,"Yes","2026-01-08 03:11:25.735226"
"QA000465","N045456","82.81",1,"Yes","2026-01-08 03:11:25.735226"
"QA000466","N048622","95.79",0,"No","2026-01-08 03:11:25.735226"
"QA000467","N038390","72.77",3,"Yes","2026-01-08 03:11:25.735226"
"QA000468","N026707","75.17",3,"Yes","2026-01-08 03:11:25.735226"
"QA000469","N004803","81.86",3,"No","2026-01-08 03:11:25.735226"
"QA000470","N037110","68.31",3,"Yes","2026-01-08 03:11:25.735226"
"QA000471","N034860","70.98",2,"Yes","2026-01-08 03:11:25.735226"
"QA000472","N012494","69.97",4,"Yes","2026-01-08 03:11:25.735226"
"QA000473","N031819","78.71",2,"Yes","2026-01-08 03:11:25.735226"
"QA000474","N032296","92.80",4,"No","2026-01-08 03:11:25.735226"
"QA000475","N027208","68.13",2,"Yes","2026-01-08 03:11:25.735226"
"QA000476","N034525","70.59",2,"Yes","2026-01-08 03:11:25.735226"
"QA000477","N001854","89.80",2,"No","2026-01-08 03:11:25.735226"
"QA000478","N022834","78.28",5,"Yes","2026-01-08 03:11:25.735226"
"QA000479","N025413","98.59",1,"Yes","2026-01-08 03:11:25.735226"
"QA000480","N008292","81.31",2,"Yes","2026-01-08 03:11:25.735226"
"QA000481","N003578","65.42",2,"Yes","2026-01-08 03:11:25.735226"
"QA000482","N045122","92.38",1,"Yes","2026-01-08 03:11:25.735226"
"QA000483","N011930","89.47",0,"Yes","2026-01-08 03:11:25.735226"
"QA000484","N017779","89.25",1,"Yes","2026-01-08 03:11:25.735226"
"QA000485","N034379","62.81",5,"Yes","2026-01-08 03:11:25.735226"
"QA000486","N026099","88.35",2,"Yes","2026-01-08 03:11:25.735226"
"QA000487","N019057","77.48",1,"Yes","2026-01-08 03:11:25.735226"
"QA000488","N040124","96.06",0,"Yes","2026-01-08 03:11:25.735226"
"QA000489","N020168","74.57",5,"Yes","2026-01-08 03:11:25.735226"
"QA000490","N049444","82.50",0,"Yes","2026-01-08 03:11:25.735226"
"QA000491","N033015","76.83",2,"Yes","2026-01-08 03:11:25.735226"
"QA000492","N033791","75.63",3,"Yes","2026-01-08 03:11:25.735226"
"QA000493","N034323","67.50",3,"No","2026-01-08 03:11:25.735226"
"QA000494","N017828","82.01",3,"Yes","2026-01-08 03:11:25.735226"
"QA000495","N044535","74.71",2,"Yes","2026-01-08 03:11:25.735226"
"QA000496","N040759","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA000497","N008849","65.52",1,"Yes","2026-01-08 03:11:25.735226"
"QA000498","N008517","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA000499","N001654","78.53",3,"Yes","2026-01-08 03:11:25.735226"
"QA000500","N011334","90.81",0,"Yes","2026-01-08 03:11:25.735226"
"QA000501","N046322","69.77",2,"Yes","2026-01-08 03:11:25.735226"
"QA000502","N006685","85.19",1,"Yes","2026-01-08 03:11:25.735226"
"QA000503","N039578","81.72",1,"Yes","2026-01-08 03:11:25.735226"
"QA000504","N020054","80.95",1,"Yes","2026-01-08 03:11:25.735226"
"QA000505","N026761","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA000506","N000010","87.41",1,"Yes","2026-01-08 03:11:25.735226"
"QA000507","N047020","80.66",3,"Yes","2026-01-08 03:11:25.735226"
"QA000508","N045231","77.67",2,"Yes","2026-01-08 03:11:25.735226"
"QA000509","N048502","82.94",2,"Yes","2026-01-08 03:11:25.735226"
"QA000510","N024827","89.42",3,"Yes","2026-01-08 03:11:25.735226"
"QA000511","N024176","76.68",2,"Yes","2026-01-08 03:11:25.735226"
"QA000512","N034834","80.29",5,"Yes","2026-01-08 03:11:25.735226"
"QA000513","N046014","70.64",1,"Yes","2026-01-08 03:11:25.735226"
"QA000514","N016224","79.01",2,"Yes","2026-01-08 03:11:25.735226"
"QA000515","N027888","84.74",2,"Yes","2026-01-08 03:11:25.735226"
"QA000516","N016726","81.28",4,"Yes","2026-01-08 03:11:25.735226"
"QA000517","N010309","83.22",0,"No","2026-01-08 03:11:25.735226"
"QA000518","N017220","69.44",1,"Yes","2026-01-08 03:11:25.735226"
"QA000519","N047862","88.67",1,"Yes","2026-01-08 03:11:25.735226"
"QA000520","N016635","86.65",0,"Yes","2026-01-08 03:11:25.735226"
"QA000521","N004601","71.29",0,"Yes","2026-01-08 03:11:25.735226"
"QA000522","N028292","73.62",0,"Yes","2026-01-08 03:11:25.735226"
"QA000523","N021820","87.91",1,"Yes","2026-01-08 03:11:25.735226"
"QA000524","N024456","76.96",2,"Yes","2026-01-08 03:11:25.735226"
"QA000525","N033408","79.40",0,"Yes","2026-01-08 03:11:25.735226"
"QA000526","N021777","82.23",0,"Yes","2026-01-08 03:11:25.735226"
"QA000527","N020315","83.83",2,"Yes","2026-01-08 03:11:25.735226"
"QA000528","N041203","75.31",1,"Yes","2026-01-08 03:11:25.735226"
"QA000529","N026951","80.01",2,"Yes","2026-01-08 03:11:25.735226"
"QA000530","N013111","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA000531","N011307","75.99",1,"No","2026-01-08 03:11:25.735226"
"QA000532","N000820","80.25",3,"Yes","2026-01-08 03:11:25.735226"
"QA000533","N018036","66.77",3,"Yes","2026-01-08 03:11:25.735226"
"QA000534","N048952","98.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA000535","N032475","74.05",4,"No","2026-01-08 03:11:25.735226"
"QA000536","N021347","92.98",3,"Yes","2026-01-08 03:11:25.735226"
"QA000537","N037542","89.98",0,"Yes","2026-01-08 03:11:25.735226"
"QA000538","N035412","87.88",2,"Yes","2026-01-08 03:11:25.735226"
"QA000539","N049590","80.65",3,"Yes","2026-01-08 03:11:25.735226"
"QA000540","N006025","74.13",2,"No","2026-01-08 03:11:25.735226"
"QA000541","N025258","77.55",0,"Yes","2026-01-08 03:11:25.735226"
"QA000542","N037973","90.33",1,"No","2026-01-08 03:11:25.735226"
"QA000543","N001819","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA000544","N025390","76.79",1,"Yes","2026-01-08 03:11:25.735226"
"QA000545","N017186","78.81",2,"No","2026-01-08 03:11:25.735226"
"QA000546","N047244","82.81",3,"No","2026-01-08 03:11:25.735226"
"QA000547","N014740","78.53",2,"Yes","2026-01-08 03:11:25.735226"
"QA000548","N010461","78.59",1,"No","2026-01-08 03:11:25.735226"
"QA000549","N047475","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA000550","N011180","88.15",2,"Yes","2026-01-08 03:11:25.735226"
"QA000551","N024151","91.43",4,"Yes","2026-01-08 03:11:25.735226"
"QA000552","N039785","88.56",3,"Yes","2026-01-08 03:11:25.735226"
"QA000553","N035445","88.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA000554","N009731","61.53",0,"Yes","2026-01-08 03:11:25.735226"
"QA000555","N007629","87.87",4,"Yes","2026-01-08 03:11:25.735226"
"QA000556","N002565","80.42",1,"Yes","2026-01-08 03:11:25.735226"
"QA000557","N003042","78.50",1,"Yes","2026-01-08 03:11:25.735226"
"QA000558","N030228","76.12",3,"Yes","2026-01-08 03:11:25.735226"
"QA000559","N011309","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA000560","N030796","77.72",3,"No","2026-01-08 03:11:25.735226"
"QA000561","N002715","88.47",3,"Yes","2026-01-08 03:11:25.735226"
"QA000562","N001695","86.75",1,"Yes","2026-01-08 03:11:25.735226"
"QA000563","N048557","88.03",2,"Yes","2026-01-08 03:11:25.735226"
"QA000564","N004175","85.03",1,"Yes","2026-01-08 03:11:25.735226"
"QA000565","N048898","96.04",2,"No","2026-01-08 03:11:25.735226"
"QA000566","N004254","88.44",3,"Yes","2026-01-08 03:11:25.735226"
"QA000567","N023453","81.86",1,"Yes","2026-01-08 03:11:25.735226"
"QA000568","N001242","79.87",3,"No","2026-01-08 03:11:25.735226"
"QA000569","N013896","96.53",2,"Yes","2026-01-08 03:11:25.735226"
"QA000570","N047417","78.60",1,"Yes","2026-01-08 03:11:25.735226"
"QA000571","N045627","89.53",2,"Yes","2026-01-08 03:11:25.735226"
"QA000572","N007194","73.14",6,"Yes","2026-01-08 03:11:25.735226"
"QA000573","N031936","88.34",0,"Yes","2026-01-08 03:11:25.735226"
"QA000574","N019099","82.37",2,"Yes","2026-01-08 03:11:25.735226"
"QA000575","N010800","82.39",2,"Yes","2026-01-08 03:11:25.735226"
"QA000576","N033394","74.19",2,"Yes","2026-01-08 03:11:25.735226"
"QA000577","N028153","65.45",3,"Yes","2026-01-08 03:11:25.735226"
"QA000578","N036603","72.53",0,"Yes","2026-01-08 03:11:25.735226"
"QA000579","N046426","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA000580","N019986","85.40",0,"Yes","2026-01-08 03:11:25.735226"
"QA000581","N016024","82.11",3,"Yes","2026-01-08 03:11:25.735226"
"QA000582","N002730","82.90",5,"Yes","2026-01-08 03:11:25.735226"
"QA000583","N049365","78.44",3,"Yes","2026-01-08 03:11:25.735226"
"QA000584","N001719","70.88",3,"No","2026-01-08 03:11:25.735226"
"QA000585","N002553","69.08",3,"Yes","2026-01-08 03:11:25.735226"
"QA000586","N025332","70.20",1,"Yes","2026-01-08 03:11:25.735226"
"QA000587","N012788","83.53",4,"Yes","2026-01-08 03:11:25.735226"
"QA000588","N029828","74.46",4,"Yes","2026-01-08 03:11:25.735226"
"QA000589","N003957","85.16",2,"Yes","2026-01-08 03:11:25.735226"
"QA000590","N047414","84.44",3,"Yes","2026-01-08 03:11:25.735226"
"QA000591","N007038","79.44",3,"Yes","2026-01-08 03:11:25.735226"
"QA000592","N017924","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA000593","N009932","65.14",1,"No","2026-01-08 03:11:25.735226"
"QA000594","N039016","79.94",2,"No","2026-01-08 03:11:25.735226"
"QA000595","N029627","89.88",1,"Yes","2026-01-08 03:11:25.735226"
"QA000596","N035797","68.63",4,"Yes","2026-01-08 03:11:25.735226"
"QA000597","N006483","96.04",1,"Yes","2026-01-08 03:11:25.735226"
"QA000598","N037866","75.28",2,"Yes","2026-01-08 03:11:25.735226"
"QA000599","N014183","76.58",2,"Yes","2026-01-08 03:11:25.735226"
"QA000600","N035415","70.86",4,"Yes","2026-01-08 03:11:25.735226"
"QA000601","N032481","64.72",2,"Yes","2026-01-08 03:11:25.735226"
"QA000602","N009500","72.59",3,"Yes","2026-01-08 03:11:25.735226"
"QA000603","N004792","73.98",2,"Yes","2026-01-08 03:11:25.735226"
"QA000604","N030758","99.03",5,"Yes","2026-01-08 03:11:25.735226"
"QA000605","N025186","90.56",2,"Yes","2026-01-08 03:11:25.735226"
"QA000606","N036894","81.26",5,"Yes","2026-01-08 03:11:25.735226"
"QA000607","N007162","80.65",0,"Yes","2026-01-08 03:11:25.735226"
"QA000608","N022794","75.86",2,"Yes","2026-01-08 03:11:25.735226"
"QA000609","N017238","94.90",2,"Yes","2026-01-08 03:11:25.735226"
"QA000610","N032856","93.72",3,"Yes","2026-01-08 03:11:25.735226"
"QA000611","N029636","75.91",1,"Yes","2026-01-08 03:11:25.735226"
"QA000612","N049589","85.63",2,"Yes","2026-01-08 03:11:25.735226"
"QA000613","N025450","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA000614","N027840","78.70",4,"Yes","2026-01-08 03:11:25.735226"
"QA000615","N045328","76.52",3,"Yes","2026-01-08 03:11:25.735226"
"QA000616","N047728","82.80",0,"Yes","2026-01-08 03:11:25.735226"
"QA000617","N017145","82.51",2,"Yes","2026-01-08 03:11:25.735226"
"QA000618","N033187","87.22",0,"Yes","2026-01-08 03:11:25.735226"
"QA000619","N038109","67.52",2,"Yes","2026-01-08 03:11:25.735226"
"QA000620","N018796","94.98",2,"Yes","2026-01-08 03:11:25.735226"
"QA000621","N024478","80.67",0,"Yes","2026-01-08 03:11:25.735226"
"QA000622","N037097","84.96",2,"Yes","2026-01-08 03:11:25.735226"
"QA000623","N049711","71.19",1,"Yes","2026-01-08 03:11:25.735226"
"QA000624","N039129","95.61",6,"Yes","2026-01-08 03:11:25.735226"
"QA000625","N001353","92.04",2,"Yes","2026-01-08 03:11:25.735226"
"QA000626","N037699","74.59",1,"Yes","2026-01-08 03:11:25.735226"
"QA000627","N041480","74.38",1,"Yes","2026-01-08 03:11:25.735226"
"QA000628","N010387","78.74",1,"Yes","2026-01-08 03:11:25.735226"
"QA000629","N032047","75.42",3,"Yes","2026-01-08 03:11:25.735226"
"QA000630","N031930","78.23",1,"Yes","2026-01-08 03:11:25.735226"
"QA000631","N044831","74.52",4,"Yes","2026-01-08 03:11:25.735226"
"QA000632","N016383","93.31",3,"Yes","2026-01-08 03:11:25.735226"
"QA000633","N037405","85.54",1,"Yes","2026-01-08 03:11:25.735226"
"QA000634","N015141","81.89",3,"Yes","2026-01-08 03:11:25.735226"
"QA000635","N014859","88.95",0,"Yes","2026-01-08 03:11:25.735226"
"QA000636","N004588","100.00",0,"Yes","2026-01-08 03:11:25.735226"
"QA000637","N009587","80.78",1,"Yes","2026-01-08 03:11:25.735226"
"QA000638","N007095","83.75",2,"No","2026-01-08 03:11:25.735226"
"QA000639","N007693","81.88",2,"Yes","2026-01-08 03:11:25.735226"
"QA000640","N042641","80.99",1,"No","2026-01-08 03:11:25.735226"
"QA000641","N014343","99.88",2,"Yes","2026-01-08 03:11:25.735226"
"QA000642","N011626","95.53",2,"No","2026-01-08 03:11:25.735226"
"QA000643","N039925","78.94",0,"Yes","2026-01-08 03:11:25.735226"
"QA000644","N012236","89.54",3,"Yes","2026-01-08 03:11:25.735226"
"QA000645","N026698","85.36",1,"No","2026-01-08 03:11:25.735226"
"QA000646","N041781","74.34",2,"Yes","2026-01-08 03:11:25.735226"
"QA000647","N004106","84.88",3,"Yes","2026-01-08 03:11:25.735226"
"QA000648","N036095","58.92",2,"Yes","2026-01-08 03:11:25.735226"
"QA000649","N049291","91.76",2,"Yes","2026-01-08 03:11:25.735226"
"QA000650","N010180","87.66",3,"Yes","2026-01-08 03:11:25.735226"
"QA000651","N021591","82.22",1,"Yes","2026-01-08 03:11:25.735226"
"QA000652","N003308","74.08",0,"Yes","2026-01-08 03:11:25.735226"
"QA000653","N039225","88.54",2,"Yes","2026-01-08 03:11:25.735226"
"QA000654","N011353","94.12",1,"Yes","2026-01-08 03:11:25.735226"
"QA000655","N005238","86.28",2,"Yes","2026-01-08 03:11:25.735226"
"QA000656","N001156","94.01",3,"Yes","2026-01-08 03:11:25.735226"
"QA000657","N029200","68.31",2,"Yes","2026-01-08 03:11:25.735226"
"QA000658","N009227","68.26",3,"Yes","2026-01-08 03:11:25.735226"
"QA000659","N017125","80.75",2,"Yes","2026-01-08 03:11:25.735226"
"QA000660","N014420","95.57",0,"Yes","2026-01-08 03:11:25.735226"
"QA000661","N007352","85.91",3,"Yes","2026-01-08 03:11:25.735226"
"QA000662","N033671","71.67",3,"No","2026-01-08 03:11:25.735226"
"QA000663","N043693","85.92",5,"Yes","2026-01-08 03:11:25.735226"
"QA000664","N038740","94.67",1,"Yes","2026-01-08 03:11:25.735226"
"QA000665","N032209","68.77",3,"Yes","2026-01-08 03:11:25.735226"
"QA000666","N041329","76.58",4,"Yes","2026-01-08 03:11:25.735226"
"QA000667","N025454","85.35",2,"No","2026-01-08 03:11:25.735226"
"QA000668","N008997","72.64",1,"Yes","2026-01-08 03:11:25.735226"
"QA000669","N033879","61.34",1,"Yes","2026-01-08 03:11:25.735226"
"QA000670","N010923","88.21",0,"Yes","2026-01-08 03:11:25.735226"
"QA000671","N020912","96.23",5,"Yes","2026-01-08 03:11:25.735226"
"QA000672","N017462","96.27",1,"Yes","2026-01-08 03:11:25.735226"
"QA000673","N015407","86.69",0,"Yes","2026-01-08 03:11:25.735226"
